Chromosome	Start	End	Strand	Feature	gene_id	UTR_id
chr11	86516744	86516765	-	3UTR	Rps6kb1	Rps6kb1:chr11:86516744:86516765:u1
chr11	86584262	86585307	-	3UTR	Vmp1	Vmp1:chr11:86584262:86585307:u1
chr11	86694354	86695565	-	3UTR	Cltc	Cltc:chr11:86694354:86695565:u1
chr11	86768849	86770121	-	3UTR	Dhx40	Dhx40:chr11:86768849:86770121:u1
chr11	86936425	86940598	-	3UTR	Ypel2	Ypel2:chr11:86936425:86940598:u1
chr11	87033794	87035172	-	3UTR	Gdpd1	Gdpd1:chr11:87033794:87035172:u1
chr11	87077732	87077952	-	3UTR	Smg8	Smg8:chr11:87077732:87077952:u1
chr11	87089156	87091796	-	3UTR	Prr11	Prr11:chr11:87089156:87091796:u1
chr11	87226906	87230879	-	3UTR	Ppm1e	Ppm1e:chr11:87226906:87230879:u1
chr11	87376646	87379385	-	3UTR	Rad51c	Rad51c:chr11:87376646:87379385:u1
chr11	87806428	87806846	-	3UTR	Lpo	Lpo:chr11:87806428:87806846:u1
chr11	87863998	87864404	-	3UTR	Epx	Epx:chr11:87863998:87864404:u2
chr11	87864695	87864705	-	3UTR	Epx	Epx:chr11:87864695:87864705:u1
chr11	87913920	87913962	-	3UTR	Olfr464	Olfr464:chr11:87913920:87913962:u1
chr11	87979525	87981432	-	3UTR	Dynll2	Dynll2:chr11:87979525:87981432:u1
chr11	88339382	88344660	-	3UTR	Msi2	Msi2:chr11:88339382:88344660:u4
chr11	88347053	88347083	-	3UTR	Msi2	Msi2:chr11:88347053:88347083:u3
chr11	88685954	88686075	-	3UTR	Msi2	Msi2:chr11:88685954:88686075:u2
chr11	88687452	88687455	-	3UTR	Msi2	Msi2:chr11:88687452:88687455:u1
chr11	88830792	88831754	-	3UTR	Akap1	Akap1:chr11:88830792:88831754:u1
chr11	88924020	88924661	-	3UTR	Scpep1	Scpep1:chr11:88924020:88924661:u1
chr11	88964659	88964749	-	3UTR	Elobl	Elobl:chr11:88964659:88964749:u1
chr11	89035179	89040731	-	3UTR	Dgke	Dgke:chr11:89035179:89040731:u1
chr11	89300638	89301321	-	3UTR	Nog	Nog:chr11:89300638:89301321:u1
chr11	89390223	89391607	-	3UTR	Ankfn1	Ankfn1:chr11:89390223:89391607:u1
chr11	89982544	89984690	-	3UTR	Pctp	Pctp:chr11:89982544:89984690:u1
chr11	90336535	90340758	-	3UTR	Hlf	Hlf:chr11:90336535:90340758:u1
chr11	90476493	90480599	-	3UTR	Stxbp4	Stxbp4:chr11:90476493:90480599:u1
chr11	90645690	90646309	-	3UTR	Tom1l1	Tom1l1:chr11:90645690:90646309:u2
chr11	90646835	90646835	-	3UTR	Tom1l1	Tom1l1:chr11:90646835:90646835:u1
chr11	91575286	91575448	-	3UTR	Kif2b	Kif2b:chr11:91575286:91575448:u1
chr11	93859243	93860068	-	3UTR	Utp18	Utp18:chr11:93859243:93860068:u2
chr11	93860794	93860812	-	3UTR	Utp18	Utp18:chr11:93860794:93860812:u1
chr11	93949814	93949928	-	3UTR	Nme2	Nme2:chr11:93949814:93949928:u1
chr11	93958925	93959395	-	3UTR	Nme1	Nme1:chr11:93958925:93959395:u1
chr11	94235952	94237597	-	3UTR	Wfikkn2	Wfikkn2:chr11:94235952:94237597:u1
chr11	94291073	94293117	-	3UTR	Luc7l3	Luc7l3:chr11:94291073:94293117:u1
chr11	94343295	94343666	-	3UTR	Abcc3	Abcc3:chr11:94343295:94343666:u1
chr11	94408391	94409144	-	3UTR	Cacna1g	Cacna1g:chr11:94408391:94409144:u1
chr11	94478904	94479095	-	3UTR	Spata20	Spata20:chr11:94478904:94479095:u1
chr11	94489599	94491150	-	3UTR	Epn3	Epn3:chr11:94489599:94491150:u1
chr11	94501347	94501418	-	3UTR	Mycbpap	Mycbpap:chr11:94501347:94501418:u1
chr11	94539798	94542529	-	3UTR	Rsad1	Rsad1:chr11:94539798:94542529:u1
chr11	94557102	94558306	-	3UTR	Acsf2	Acsf2:chr11:94557102:94558306:u1
chr11	94644973	94645428	-	3UTR	Eme1	Eme1:chr11:94644973:94645428:u1
chr11	94663847	94664586	-	3UTR	Xylt2	Xylt2:chr11:94663847:94664586:u1
chr11	94694498	94695592	-	3UTR	Gm11541	Gm11541:chr11:94694498:94695592:u1
chr11	94755136	94757053	-	3UTR	Gm11545	Gm11545:chr11:94755136:94757053:u1
chr11	94777217	94778646	-	3UTR	Tmem92	Tmem92:chr11:94777217:94778646:u1
chr11	94812799	94812894	-	3UTR	AA623943	AA623943:chr11:94812799:94812894:u1
chr11	94844831	94845436	-	3UTR	Gm11544	Gm11544:chr11:94844831:94845436:u1
chr11	94962777	94963080	-	3UTR	Sgca	Sgca:chr11:94962777:94963080:u2
chr11	94963202	94963218	-	3UTR	Sgca	Sgca:chr11:94963202:94963218:u1
chr11	95026258	95027181	-	3UTR	Pdk2	Pdk2:chr11:95026258:95027181:u1
chr11	95044475	95045763	-	3UTR	Itga3	Itga3:chr11:95044475:95045763:u2
chr11	95046449	95046479	-	3UTR	Itga3	Itga3:chr11:95046449:95046479:u1
chr11	95140447	95141223	-	3UTR	Dlx4	Dlx4:chr11:95140447:95141223:u1
chr11	95271853	95275785	-	3UTR	Kat7	Kat7:chr11:95271853:95275785:u1
chr11	95509846	95510827	-	3UTR	Nxph3	Nxph3:chr11:95509846:95510827:u1
chr11	95568821	95570802	-	3UTR	Ngfr	Ngfr:chr11:95568821:95570802:u1
chr11	95830072	95832712	-	3UTR	Abi3	Abi3:chr11:95830072:95832712:u1
chr11	95863559	95866070	-	3UTR	B4galnt2	B4galnt2:chr11:95863559:95866070:u1
chr11	95957164	95963499	-	3UTR	Igf2bp1	Igf2bp1:chr11:95957164:95963499:u1
chr11	96047431	96050243	-	3UTR	Ube2z	Ube2z:chr11:96047431:96050243:u1
chr11	96072793	96073103	-	3UTR	Atp5g1	Atp5g1:chr11:96072793:96073103:u1
chr11	96098916	96099913	-	3UTR	Calcoco2	Calcoco2:chr11:96098916:96099913:u1
chr11	96767549	96769045	-	3UTR	Snx11	Snx11:chr11:96767549:96769045:u1
chr11	96817414	96819175	-	3UTR	Nfe2l1	Nfe2l1:chr11:96817414:96819175:u1
chr11	96907425	96908056	-	3UTR	Cdk5rap3	Cdk5rap3:chr11:96907425:96908056:u1
chr11	96937816	96938914	-	3UTR	Pnpo	Pnpo:chr11:96937816:96938914:u1
chr11	96953332	96954469	-	3UTR	Sp2	Sp2:chr11:96953332:96954469:u1
chr11	97034602	97034662	-	3UTR	Lrrc46	Lrrc46:chr11:97034602:97034662:u1
chr11	97098007	97098771	-	3UTR	Tbx21	Tbx21:chr11:97098007:97098771:u1
chr11	97136173	97137546	-	3UTR	Tbkbp1	Tbkbp1:chr11:97136173:97137546:u1
chr11	97159710	97162680	-	3UTR	Kpnb1	Kpnb1:chr11:97159710:97162680:u1
chr11	97205842	97207115	-	3UTR	Npepps	Npepps:chr11:97205842:97207115:u1
chr11	97332110	97334445	-	3UTR	Gpr179	Gpr179:chr11:97332110:97334445:u1
chr11	97490783	97491008	-	3UTR	4933428G20Rik	4933428G20Rik:chr11:97490783:97491008:u1
chr11	97509340	97512513	-	3UTR	Srcin1	Srcin1:chr11:97509340:97512513:u1
chr11	97627387	97628171	-	3UTR	Epop	Epop:chr11:97627387:97628171:u1
chr11	97688823	97689986	-	3UTR	Pcgf2	Pcgf2:chr11:97688823:97689986:u1
chr11	97715157	97718858	-	3UTR	Pip4k2b	Pip4k2b:chr11:97715157:97718858:u1
chr11	97745470	97747354	-	3UTR	Cwc25	Cwc25:chr11:97745470:97747354:u1
chr11	97771481	97771576	-	3UTR	1700001P01Rik	1700001P01Rik:chr11:97771481:97771576:u1
chr11	97777526	97778081	-	3UTR	Rpl23	Rpl23:chr11:97777526:97778081:u1
chr11	97854307	97854375	-	3UTR	Fbxo47	Fbxo47:chr11:97854307:97854375:u1
chr11	97923237	97924487	-	3UTR	Plxdc1	Plxdc1:chr11:97923237:97924487:u1
chr11	97989580	97990290	-	3UTR	Arl5c	Arl5c:chr11:97989580:97990290:u1
chr11	98001508	98002900	-	3UTR	Cacnb1	Cacnb1:chr11:98001508:98002900:u2
chr11	98004925	98005020	-	3UTR	Cacnb1	Cacnb1:chr11:98004925:98005020:u1
chr11	98036624	98037965	-	3UTR	Stac2	Stac2:chr11:98036624:98037965:u1
chr11	98082554	98089590	-	3UTR	Fbxl20	Fbxl20:chr11:98082554:98089590:u1
chr11	98152155	98153094	-	3UTR	Med1	Med1:chr11:98152155:98153094:u3
chr11	98153661	98155240	-	3UTR	Med1	Med1:chr11:98153661:98155240:u2
chr11	98157459	98158019	-	3UTR	Med1	Med1:chr11:98157459:98158019:u1
chr11	98325417	98327184	-	3UTR	Neurod2	Neurod2:chr11:98325417:98327184:u1
chr11	98388672	98390037	-	3UTR	Pgap3	Pgap3:chr11:98388672:98390037:u1
chr11	98437708	98438061	-	3UTR	Mien1	Mien1:chr11:98437708:98438061:u1
chr11	98464693	98466985	-	3UTR	Ikzf3	Ikzf3:chr11:98464693:98466985:u1
chr11	98581294	98582711	-	3UTR	Ormdl3	Ormdl3:chr11:98581294:98582711:u1
chr11	98704591	98704899	-	3UTR	Med24	Med24:chr11:98704591:98704899:u1
chr11	98767932	98768219	-	3UTR	Nr1d1	Nr1d1:chr11:98767932:98768219:u1
chr11	98979947	98982179	-	3UTR	Gjd3	Gjd3:chr11:98979947:98982179:u1
chr11	98992947	98993413	-	3UTR	Top2a	Top2a:chr11:98992947:98993413:u2
chr11	98993764	98993803	-	3UTR	Top2a	Top2a:chr11:98993764:98993803:u1
chr11	99065678	99068180	-	3UTR	Tns4	Tns4:chr11:99065678:99068180:u1
chr11	99144199	99144957	-	3UTR	Ccr7	Ccr7:chr11:99144199:99144957:u1
chr11	99209048	99210068	-	3UTR	Smarce1	Smarce1:chr11:99209048:99210068:u1
chr11	99232761	99234918	-	3UTR	Krt222	Krt222:chr11:99232761:99234918:u1
chr11	99279959	99280211	-	3UTR	Krt24	Krt24:chr11:99279959:99280211:u1
chr11	99315516	99316103	-	3UTR	Krt25	Krt25:chr11:99315516:99316103:u1
chr11	99328484	99329633	-	3UTR	Krt26	Krt26:chr11:99328484:99329633:u1
chr11	99345565	99345736	-	3UTR	Krt27	Krt27:chr11:99345565:99345736:u1
chr11	99365007	99365042	-	3UTR	Krt28	Krt28:chr11:99365007:99365042:u1
chr11	99385256	99385629	-	3UTR	Krt10	Krt10:chr11:99385256:99385629:u1
chr11	99415664	99416010	-	3UTR	Krt12	Krt12:chr11:99415664:99416010:u1
chr11	99428386	99428980	-	3UTR	Krt20	Krt20:chr11:99428386:99428980:u1
chr11	99477973	99478196	-	3UTR	Krt23	Krt23:chr11:99477973:99478196:u1
chr11	99512960	99514623	-	3UTR	Krt39	Krt39:chr11:99512960:99514623:u1
chr11	99536735	99537484	-	3UTR	Krt40	Krt40:chr11:99536735:99537484:u1
chr11	99550132	99550509	-	3UTR	Krtap3-3	Krtap3-3:chr11:99550132:99550509:u1
chr11	99555823	99556500	-	3UTR	Krtap3-2	Krtap3-2:chr11:99555823:99556500:u1
chr11	99566027	99566286	-	3UTR	Krtap3-1	Krtap3-1:chr11:99566027:99566286:u1
chr11	99579977	99580596	-	3UTR	Krtap1-5	Krtap1-5:chr11:99579977:99580596:u1
chr11	99582549	99583061	-	3UTR	Krtap1-4	Krtap1-4:chr11:99582549:99583061:u1
chr11	99590461	99590797	-	3UTR	Krtap1-3	Krtap1-3:chr11:99590461:99590797:u1
chr11	99597348	99597643	-	3UTR	Krtap9-3	Krtap9-3:chr11:99597348:99597643:u1
chr11	99602646	99602871	-	3UTR	Gm11938	Gm11938:chr11:99602646:99602871:u1
chr11	99614017	99614387	-	3UTR	Krtap2-4	Krtap2-4:chr11:99614017:99614387:u1
chr11	99619598	99619961	-	3UTR	Gm11562	Gm11562:chr11:99619598:99619961:u1
chr11	99627229	99627672	-	3UTR	Krtap4-1	Krtap4-1:chr11:99627229:99627672:u1
chr11	99634114	99634520	-	3UTR	Krtap4-2	Krtap4-2:chr11:99634114:99634520:u1
chr11	99643112	99643528	-	3UTR	Krtap4-7	Krtap4-7:chr11:99643112:99643528:u1
chr11	99657942	99658419	-	3UTR	Gm11563	Gm11563:chr11:99657942:99658419:u1
chr11	99665043	99665311	-	3UTR	Krtap4-6	Krtap4-6:chr11:99665043:99665311:u1
chr11	99771714	99771982	-	3UTR	Gm11595	Gm11595:chr11:99771714:99771982:u1
chr11	99798186	99798328	-	3UTR	Gm11554	Gm11554:chr11:99798186:99798328:u2
chr11	99803548	99803812	-	3UTR	Gm11569	Gm11569:chr11:99803548:99803812:u1
chr11	99803670	99803812	-	3UTR	Gm11554	Gm11554:chr11:99803670:99803812:u1
chr11	99809078	99809333	-	3UTR	Krtap4-13	Krtap4-13:chr11:99809078:99809333:u1
chr11	99814976	99814996	-	3UTR	Gm11564	Gm11564:chr11:99814976:99814996:u1
chr11	99837148	99837226	-	3UTR	2300003K06Rik	2300003K06Rik:chr11:99837148:99837226:u1
chr11	99850655	99850963	-	3UTR	Krtap4-16	Krtap4-16:chr11:99850655:99850963:u1
chr11	99984703	99985067	-	3UTR	Krtap16-1	Krtap16-1:chr11:99984703:99985067:u1
chr11	99993232	99993609	-	3UTR	Krtap17-1	Krtap17-1:chr11:99993232:99993609:u1
chr11	100011199	100011597	-	3UTR	Krt33a	Krt33a:chr11:100011199:100011597:u1
chr11	100023634	100023956	-	3UTR	Krt33b	Krt33b:chr11:100023634:100023956:u1
chr11	100037348	100037718	-	3UTR	Krt34	Krt34:chr11:100037348:100037718:u1
chr11	100046646	100046906	-	3UTR	Krt31	Krt31:chr11:100046646:100046906:u1
chr11	100080848	100081158	-	3UTR	Krt32	Krt32:chr11:100080848:100081158:u1
chr11	100092192	100092507	-	3UTR	Krt35	Krt35:chr11:100092192:100092507:u1
chr11	100102013	100102225	-	3UTR	Krt36	Krt36:chr11:100102013:100102225:u1
chr11	100117328	100117595	-	3UTR	Krt13	Krt13:chr11:100117328:100117595:u1
chr11	100131759	100132016	-	3UTR	Krt15	Krt15:chr11:100131759:100132016:u1
chr11	100140811	100140912	-	3UTR	Krt19	Krt19:chr11:100140811:100140912:u1
chr11	100186781	100187085	-	3UTR	Krt9	Krt9:chr11:100186781:100187085:u1
chr11	100203162	100203311	-	3UTR	Krt14	Krt14:chr11:100203162:100203311:u1
chr11	100246091	100246233	-	3UTR	Krt16	Krt16:chr11:100246091:100246233:u1
chr11	100256215	100256401	-	3UTR	Krt17	Krt17:chr11:100256215:100256401:u1
chr11	100262882	100263069	-	3UTR	Krt42	Krt42:chr11:100262882:100263069:u1
chr11	100347327	100349171	-	3UTR	Hap1	Hap1:chr11:100347327:100349171:u1
chr11	100368856	100371449	-	3UTR	Jup	Jup:chr11:100368856:100371449:u2
chr11	100372296	100372309	-	3UTR	Jup	Jup:chr11:100372296:100372309:u1
chr11	100408750	100409121	-	3UTR	P3h4	P3h4:chr11:100408750:100409121:u1
chr11	100422321	100422927	-	3UTR	Nt5c3b	Nt5c3b:chr11:100422321:100422927:u3
chr11	100429352	100429814	-	3UTR	Nt5c3b	Nt5c3b:chr11:100429352:100429814:u2
chr11	100439553	100439904	-	3UTR	Nt5c3b	Nt5c3b:chr11:100439553:100439904:u1
chr11	100462612	100462863	-	3UTR	Klhl11	Klhl11:chr11:100462612:100462863:u1
chr11	100476352	100477243	-	3UTR	Acly	Acly:chr11:100476352:100477243:u1
chr11	100582836	100583098	-	3UTR	Dnajc7	Dnajc7:chr11:100582836:100583098:u1
chr11	100626219	100628831	-	3UTR	Zfp385c	Zfp385c:chr11:100626219:100628831:u1
chr11	100694884	100695156	-	3UTR	Dhx58	Dhx58:chr11:100694884:100695156:u1
chr11	100704746	100705237	-	3UTR	Kat2a	Kat2a:chr11:100704746:100705237:u1
chr11	100715003	100716046	-	3UTR	Rab5c	Rab5c:chr11:100715003:100716046:u1
chr11	100740378	100740621	-	3UTR	Kcnh4	Kcnh4:chr11:100740378:100740621:u2
chr11	100741293	100741602	-	3UTR	Kcnh4	Kcnh4:chr11:100741293:100741602:u1
chr11	100761693	100761793	-	3UTR	Hcrt	Hcrt:chr11:100761693:100761793:u1
chr11	100766332	100766802	-	3UTR	Ghdc	Ghdc:chr11:100766332:100766802:u1
chr11	100780731	100783095	-	3UTR	Stat5b	Stat5b:chr11:100780731:100783095:u1
chr11	100886806	100888760	-	3UTR	Stat3	Stat3:chr11:100886806:100888760:u2
chr11	100889478	100889515	-	3UTR	Stat3	Stat3:chr11:100889478:100889515:u1
chr11	100956736	100958623	-	3UTR	Cavin1	Cavin1:chr11:100956736:100958623:u2
chr11	100962771	100964292	-	3UTR	Cavin1	Cavin1:chr11:100962771:100964292:u1
chr11	101092141	101092399	-	3UTR	Psmc3ip	Psmc3ip:chr11:101092141:101092399:u1
chr11	101096322	101098614	-	3UTR	Retreg3	Retreg3:chr11:101096322:101098614:u1
chr11	101162680	101162878	-	3UTR	Plekhh3	Plekhh3:chr11:101162680:101162878:u1
chr11	101172998	101173613	-	3UTR	Ccr10	Ccr10:chr11:101172998:101173613:u1
chr11	101191115	101192938	-	3UTR	Ezh1	Ezh1:chr11:101191115:101192938:u1
chr11	101277970	101278339	-	3UTR	Coa3	Coa3:chr11:101277970:101278339:u1
chr11	101288258	101288812	-	3UTR	Becn1	Becn1:chr11:101288258:101288812:u2
chr11	101295907	101296193	-	3UTR	Becn1	Becn1:chr11:101295907:101296193:u1
chr11	101406840	101406888	-	3UTR	Aarsd1	Aarsd1:chr11:101406840:101406888:u1
chr11	101418812	101419168	-	3UTR	Ptges3l	Ptges3l:chr11:101418812:101419168:u1
chr11	101458748	101460192	-	3UTR	Vat1	Vat1:chr11:101458748:101460192:u1
chr11	101488764	101489766	-	3UTR	Brca1	Brca1:chr11:101488764:101489766:u1
chr11	101593744	101593976	-	3UTR	Gm11634	Gm11634:chr11:101593744:101593976:u1
chr11	101769748	101770365	-	3UTR	Etv4	Etv4:chr11:101769748:101770365:u1
chr11	101877510	101878606	-	3UTR	Meox1	Meox1:chr11:101877510:101878606:u1
chr11	101962458	101963845	-	3UTR	Sost	Sost:chr11:101962458:101963845:u1
chr11	101971144	101974733	-	3UTR	Dusp3	Dusp3:chr11:101971144:101974733:u1
chr11	101999653	102000552	-	3UTR	Mpp3	Mpp3:chr11:101999653:102000552:u1
chr11	102057015	102059316	-	3UTR	Mpp2	Mpp2:chr11:102057015:102059316:u1
chr11	102099931	102100066	-	3UTR	Ppy	Ppy:chr11:102099931:102100066:u2
chr11	102100166	102100171	-	3UTR	Ppy	Ppy:chr11:102100166:102100171:u1
chr11	102106676	102106841	-	3UTR	Pyy	Pyy:chr11:102106676:102106841:u1
chr11	102152547	102153285	-	3UTR	Tmem101	Tmem101:chr11:102152547:102153285:u1
chr11	102163489	102164074	-	3UTR	Lsm12	Lsm12:chr11:102163489:102164074:u1
chr11	102195747	102195868	-	3UTR	Hdac5	Hdac5:chr11:102195747:102195868:u1
chr11	102289300	102291654	-	3UTR	Atxn7l3	Atxn7l3:chr11:102289300:102291654:u1
chr11	102304560	102306640	-	3UTR	Ubtf	Ubtf:chr11:102304560:102306640:u2
chr11	102313609	102313861	-	3UTR	Ubtf	Ubtf:chr11:102313609:102313861:u1
chr11	102348820	102350286	-	3UTR	Slc4a1	Slc4a1:chr11:102348820:102350286:u1
chr11	102402976	102403419	-	3UTR	Slc25a39	Slc25a39:chr11:102402976:102403419:u1
chr11	102436981	102437462	-	3UTR	Fam171a2	Fam171a2:chr11:102436981:102437462:u1
chr11	102453297	102453460	-	3UTR	Itga2b	Itga2b:chr11:102453297:102453460:u1
chr11	102475916	102478192	-	3UTR	Gpatch8	Gpatch8:chr11:102475916:102478192:u1
chr11	102684688	102686308	-	3UTR	Ccdc43	Ccdc43:chr11:102684688:102686308:u1
chr11	102799478	102799984	-	3UTR	Gjc1	Gjc1:chr11:102799478:102799984:u1
chr11	102838472	102838800	-	3UTR	Eftud2	Eftud2:chr11:102838472:102838800:u1
chr11	102887336	102888676	-	3UTR	Gfap	Gfap:chr11:102887336:102888676:u2
chr11	102890166	102891395	-	3UTR	Gfap	Gfap:chr11:102890166:102891395:u1
chr11	102905519	102906199	-	3UTR	Kif18b	Kif18b:chr11:102905519:102906199:u1
chr11	102939264	102939732	-	3UTR	C1ql1	C1ql1:chr11:102939264:102939732:u1
chr11	102994056	102994880	-	3UTR	Dcakd	Dcakd:chr11:102994056:102994880:u1
chr11	103070296	103070840	-	3UTR	Plcd3	Plcd3:chr11:103070296:103070840:u1
chr11	103198944	103198960	-	3UTR	Efcab15	Efcab15:chr11:103198944:103198960:u1
chr11	103208127	103208155	-	3UTR	Spata32	Spata32:chr11:103208127:103208155:u1
chr11	103219764	103221024	-	3UTR	Map3k14	Map3k14:chr11:103219764:103221024:u1
chr11	103331484	103332862	-	3UTR	Arhgap27	Arhgap27:chr11:103331484:103332862:u2
chr11	103359373	103360168	-	3UTR	Arhgap27	Arhgap27:chr11:103359373:103360168:u1
chr11	103364275	103366881	-	3UTR	Plekhm1	Plekhm1:chr11:103364275:103366881:u1
chr11	103534577	103534621	-	3UTR	Gm884	Gm884:chr11:103534577:103534621:u1
chr11	103631068	103631321	-	3UTR	Lyzl6	Lyzl6:chr11:103631068:103631321:u1
chr11	103676849	103679235	-	3UTR	Gosr2	Gosr2:chr11:103676849:103679235:u1
chr11	103727363	103730749	-	3UTR	Wnt9b	Wnt9b:chr11:103727363:103730749:u1
chr11	103821783	103823237	-	3UTR	Nsf	Nsf:chr11:103821783:103823237:u1
chr11	104333501	104334977	-	3UTR	Kansl1	Kansl1:chr11:104333501:104334977:u1
chr11	104502526	104505597	-	3UTR	Cdc27	Cdc27:chr11:104502526:104505597:u1
chr11	105360798	105361143	-	3UTR	Marchf10	Marchf10:chr11:105360798:105361143:u2
chr11	105401654	105401865	-	3UTR	Marchf10	Marchf10:chr11:105401654:105401865:u1
chr11	105933702	105935374	-	3UTR	Cyb561	Cyb561:chr11:105933702:105935374:u1
chr11	106156254	106158673	-	3UTR	Limd2	Limd2:chr11:106156254:106158673:u1
chr11	106162974	106164038	-	3UTR	Strada	Strada:chr11:106162974:106164038:u1
chr11	106199356	106200935	-	3UTR	Ccdc47	Ccdc47:chr11:106199356:106200935:u1
chr11	106249138	106249423	-	3UTR	Ftsj3	Ftsj3:chr11:106249138:106249423:u1
chr11	106263171	106264065	-	3UTR	Smarcd2	Smarcd2:chr11:106263171:106264065:u1
chr11	106300261	106300365	-	3UTR	Gh	Gh:chr11:106300261:106300365:u1
chr11	106311341	106311806	-	3UTR	Cd79b	Cd79b:chr11:106311341:106311806:u1
chr11	106318593	106319663	-	3UTR	Scn4a	Scn4a:chr11:106318593:106319663:u1
chr11	106377656	106377806	-	3UTR	Icam2	Icam2:chr11:106377656:106377806:u1
chr11	106397620	106398541	-	3UTR	Ern1	Ern1:chr11:106397620:106398541:u1
chr11	106502139	106503595	-	3UTR	Tex2	Tex2:chr11:106502139:106503595:u1
chr11	106654213	106655142	-	3UTR	Pecam1	Pecam1:chr11:106654213:106655142:u1
chr11	106768204	106768305	-	3UTR	Polg2	Polg2:chr11:106768204:106768305:u1
chr11	106780355	106781849	-	3UTR	Ddx5	Ddx5:chr11:106780355:106781849:u1
chr11	106820061	106822664	-	3UTR	Smurf2	Smurf2:chr11:106820061:106822664:u1
chr11	106988629	106988886	-	3UTR	Kpna2	Kpna2:chr11:106988629:106988886:u1
chr11	107033081	107035802	-	3UTR	Bptf	Bptf:chr11:107033081:107035802:u1
chr11	107166653	107167524	-	3UTR	Nol11	Nol11:chr11:107166653:107167524:u1
chr11	107207892	107212652	-	3UTR	Pitpnc1	Pitpnc1:chr11:107207892:107212652:u1
chr11	107703218	107703663	-	3UTR	Cacng1	Cacng1:chr11:107703218:107703663:u1
chr11	107732357	107734779	-	3UTR	Cacng4	Cacng4:chr11:107732357:107734779:u1
chr11	107874605	107877351	-	3UTR	Cacng5	Cacng5:chr11:107874605:107877351:u1
chr11	107933387	107939515	-	3UTR	Prkca	Prkca:chr11:107933387:107939515:u1
chr11	109225355	109225625	-	3UTR	Rgs9	Rgs9:chr11:109225355:109225625:u2
chr11	109229856	109235842	-	3UTR	Rgs9	Rgs9:chr11:109229856:109235842:u1
chr11	109450856	109453143	-	3UTR	Slc16a6	Slc16a6:chr11:109450856:109453143:u1
chr11	109573521	109573919	-	3UTR	Wipi1	Wipi1:chr11:109573521:109573919:u1
chr11	109672926	109673299	-	3UTR	Fam20a	Fam20a:chr11:109672926:109673299:u1
chr11	109788291	109788713	-	3UTR	1700012B07Rik	1700012B07Rik:chr11:109788291:109788713:u2
chr11	109791561	109791566	-	3UTR	1700012B07Rik	1700012B07Rik:chr11:109791561:109791566:u1
chr11	109932206	109934509	-	3UTR	Abca8b	Abca8b:chr11:109932206:109934509:u1
chr11	110025634	110026308	-	3UTR	Abca8a	Abca8a:chr11:110025634:110026308:u1
chr11	110100822	110101964	-	3UTR	Abca9	Abca9:chr11:110100822:110101964:u1
chr11	110176821	110176968	-	3UTR	Abca6	Abca6:chr11:110176821:110176968:u3
chr11	110236423	110236562	-	3UTR	Abca6	Abca6:chr11:110236423:110236562:u2
chr11	110241243	110241489	-	3UTR	Abca6	Abca6:chr11:110241243:110241489:u1
chr11	110269369	110272458	-	3UTR	Abca5	Abca5:chr11:110269369:110272458:u1
chr11	113244855	113246416	-	3UTR	Slc39a11	Slc39a11:chr11:113244855:113246416:u1
chr11	113661319	113663309	-	3UTR	Fam104a	Fam104a:chr11:113661319:113663309:u1
chr11	113698171	113698666	-	3UTR	Cpsf4l	Cpsf4l:chr11:113698171:113698666:u1
chr11	113726850	113728513	-	3UTR	Cdc42ep4	Cdc42ep4:chr11:113726850:113728513:u1
chr11	113780172	113780789	-	3UTR	Sdk2	Sdk2:chr11:113780172:113780789:u1
chr11	114790669	114791447	-	3UTR	Btbd17	Btbd17:chr11:114790669:114791447:u1
chr11	114922779	114924892	-	3UTR	Cd300lb	Cd300lb:chr11:114922779:114924892:u1
chr11	114956105	114956277	-	3UTR	Cd300c	Cd300c:chr11:114956105:114956277:u1
chr11	114982446	114984140	-	3UTR	Cd300ld	Cd300ld:chr11:114982446:114984140:u1
chr11	114996769	114996887	-	3UTR	Cd300c2	Cd300c2:chr11:114996769:114996887:u1
chr11	115020689	115020727	-	3UTR	Cd300ld4	Cd300ld4:chr11:115020689:115020727:u2
chr11	115020689	115020727	-	3UTR	Cd300ld5	Cd300ld5:chr11:115020689:115020727:u2
chr11	115031447	115031485	-	3UTR	Cd300ld4	Cd300ld4:chr11:115031447:115031485:u1
chr11	115031447	115031485	-	3UTR	Cd300ld5	Cd300ld5:chr11:115031447:115031485:u1
chr11	115042104	115042130	-	3UTR	Cd300ld3	Cd300ld3:chr11:115042104:115042130:u1
chr11	115051917	115053260	-	3UTR	Cd300e	Cd300e:chr11:115051917:115053260:u1
chr11	115116214	115116973	-	3UTR	Cd300lf	Cd300lf:chr11:115116214:115116973:u1
chr11	115182829	115183025	-	3UTR	Nat9	Nat9:chr11:115182829:115183025:u1
chr11	115249169	115249570	-	3UTR	Grin2c	Grin2c:chr11:115249169:115249570:u1
chr11	115268025	115268323	-	3UTR	Fdxr	Fdxr:chr11:115268025:115268323:u1
chr11	115283366	115283505	-	3UTR	Fads6	Fads6:chr11:115283366:115283505:u1
chr11	115315192	115316926	-	3UTR	Ush1g	Ush1g:chr11:115315192:115316926:u1
chr11	115347707	115348468	-	3UTR	Hid1	Hid1:chr11:115347707:115348468:u1
chr11	115415697	115415747	-	3UTR	Atp5h	Atp5h:chr11:115415697:115415747:u1
chr11	115490426	115490598	-	3UTR	Nt5c	Nt5c:chr11:115490426:115490598:u1
